76,Default,0.176504245270191,Frontoparietal,0.143323330621296,Frontoparietal,0.122089345050464
20,Default,0.409906723169294,Frontoparietal,0.22235906306921,Visual,0.149893536070207
44,Default,0.318217191649612,Frontoparietal,0.238026589373265,Frontoparietal,0.217505029838756
64,Default,0.404015893846865,Frontoparietal,0.354476010510419,Default,0.203838804125874
52,Default,0.55854043215624,Frontoparietal,0.123456051303898,Default,0.0910551009763697
16,Default,0.406591814412708,Limbic,0.301946709398874,Default,0.176681940878238
84,Default,0.398148035733359,Default,0.28056936490005,Default,0.144578663659333
79,Default,0.417390277640839,Frontoparietal,0.309245516085455,Frontoparietal,0.198820317357227
78,Default,0.400745534189147,Default,0.3335737541512,Default,0.181237139299618
21,Default,0.247756261825596,Default,0.233767348850595,Visual,0.177873602705274
60,Default,0.515165528948606,Frontoparietal,0.314090812411595,Frontoparietal,0.0590046450141502
46,Default,0.361315244812425,Default,0.261311757798526,dAttention,0.178771990115286
67,Default,0.537201285341761,Frontoparietal,0.255743643380051,Frontoparietal,0.076796167442531
10,basal ganglia,0.312902472886461,basal ganglia,0.274973778473954,subcortical,0.156793581175282
3,basal ganglia,0.189969106059994,basal ganglia,0.183015054518008,basal ganglia,0.162009601891332
73,Frontoparietal,0.415465320322802,Frontoparietal,0.39722043929522,Frontoparietal,0.170061484178341
23,Frontoparietal,0.32353388089446,Frontoparietal,0.279731366079019,Default,0.228870047114703
31,Frontoparietal,0.46995339184309,Frontoparietal,0.204720971737034,dAttention,0.196806715068444
39,Frontoparietal,0.397239596669697,Default,0.311737334056104,Frontoparietal,0.14654113311817
71,Frontoparietal,0.282358647083515,vAttention,0.211898904762644,dAttention,0.209778902701831
45,Frontoparietal,0.33239288068875,Frontoparietal,0.266995725441216,Default,0.218316268881243
77,Frontoparietal,0.524831418431362,Frontoparietal,0.33617050018184,Frontoparietal,0.107170219407895
29,Frontoparietal,0.43418731597738,Visual,0.150719378508819,Frontoparietal,0.0837169988380062
53,Frontoparietal,0.441691895513315,Default,0.300241328620941,vAttention,0.0900115341465634
63,Somatomotor,0.423389620440487,Frontoparietal,0.0727160489435114,Frontoparietal,0.0554968629822715
47,Somatomotor,0.338050457210258,dAttention,0.148029320593028,Frontoparietal,0.0900763193236548
88,Somatomotor,0.340315148077035,vAttention,0.249812586490322,Frontoparietal,0.0681590091977063
43,Somatomotor,0.274091996129643,dAttention,0.193747609599891,Somatomotor,0.147335977218194
15,Somatomotor,0.365156527092402,Somatomotor,0.360374522891202,dAttention,0.0942071541174595
4,Somatomotor,0.215725626875821,vAttention,0.0639918744318256,Frontoparietal,0.0343987901912513
30,Somatomotor,0.391079923768617,Somatomotor,0.374755594735482,Default,0.224538387200014
68,vAttention,0.396133548643254,Frontoparietal,0.352881819348281,Frontoparietal,0.0895280555538731
2,subcortical,0.142176049335107,subcortical,0.111085766822516,subcortical,0.0868109566121425
24,cerebellum,0.435229080884706,cerebellum,0.320805678015568,cerebellum,0.293648856368449
51,cerebellum,0.192344031202145,cerebellum,0.187986895380108,Visual,0.179074414606076
32,dAttention,0.199150998618287,Frontoparietal,0.123630735486179,dAttention,0.0692874947395057
65,dAttention,0.247383712438721,Visual,0.210385818665283,dAttention,0.190524029437022
48,dAttention,0.248509511479204,dAttention,0.231472576468841,Default,0.18983896106822
69,dAttention,0.346529190632457,Frontoparietal,0.241909234574027,dAttention,0.189897530255616
42,dAttention,0.388357361488938,Somatomotor,0.171335719564275,dAttention,0.0817581331090917
49,Visual,0.337344722668602,cerebellum,0.0635939900465446,cerebellum,0.0528689841882951
33,Visual,0.329510334260996,Visual,0.0851652684923915,Default,0.0246897920441348
27,Visual,0.701956519586139,Default,0.060268544057436,Default,0.0485860089345507
41,Visual,0.212801445571381,Visual,0.195069577473422,cerebellum,0.18157589345863
55,Visual,0.368330942387262,cerebellum,0.19521886342348,cerebellum,0.113153730348305
25,Visual,0.259447326356625,Visual,0.169142357164157,Default,0.0157920293313314
35,Visual,0.45245027767688,cerebellum,0.0175699892552207,subcortical,0.0138989943244997
61,Visual,0.22709050144317,Default,0.102029540106682,subcortical,0.0858174074432176
